ALL_Uniq,Name_USGSO,Shape_Leng,IslandArea,Population,Population_density,evi,wind_power,wind_std,offshore_wind_potential,gdp_2019,ec_2019,geothermal_potential,hydro_potential,mean_temperature,total_precipitation,hdd,cdd,solar_power,solar_seas_ind,urban_area,urban_area_rel,res_area,elevation_max
87972,Ilha Urutaí,114733.657785,308.61288495,1653,5.356224838984967,5091.98591800519,4.760426700918923,0.5182978611809687,0.0,46.71686553955078,8077476.5,30.0,9664891.0,27.543443787369085,2.2573762570927833,0.0,2391.5377800885362,4.253332614898682,1.4251230955123901,0.0,0.0,0.0,66.0
87974,Ilha Aranaí,105993.893235,126.643185614,819,6.46698830283895,4833.0507961486155,5.4220792949662755,0.5143952090779333,0.0,21.391407012939453,3698634.0,0.0,609694.0,27.449447789479166,2.598777272942243,0.0,2356.1996665954644,4.157517910003662,1.4506233930587769,0.0,0.0,43.88510215210476,105.0
87975,Ilha Japichaua,222898.294633,629.71039367,3636,5.7740828745244555,5074.705865640277,5.649153145929063,0.5670606838025976,0.0,89.49967956542969,15474744.0,0.0,16255888.0,27.41012961892767,2.6965805430107483,0.0,2341.6699554368242,4.080220699310303,1.4673503637313843,0.0,0.0,0.880755351450247,47.0
87976,Ilha Santa Cruz,43645.8999369,82.4424433605,620,7.5203981678332426,4860.975550367064,7.2906711030766465,0.5538465147140155,0.0,13.277424812316895,2295703.75,0.0,11524652.0,27.495939254760742,2.8252195306122303,0.0,2373.0495071411133,4.047244071960449,1.5012869834899902,0.0,0.0,1.7663716547545745,31.0
87979,Ilha do Mututi,185421.040444,501.339388585,3189,6.36096040448918,5132.137737250131,5.891091696428702,0.5108316140637806,0.0,69.95236206054688,12094958.0,0.0,12624016.0,27.473934023737684,2.8268621937253977,0.0,2365.4134015170143,4.115969181060791,1.4642211198806763,0.0,0.0,16.84478575347855,87.0
87980,Ilha Capinal,76600.8641103,134.844046333,961,7.126751429772375,4838.991939216645,7.298600812094902,0.534724396206488,0.0,20.530834197998047,3549838.25,0.0,2458051.0,27.487649097342057,2.857800396413288,0.0,2370.065360329366,4.016452312469482,1.4815611839294434,0.0,0.0,2.0369808464857564,38.0
87981,Ilha Caldeirão,38365.6682989,81.8951122322,512,6.251899363032911,5159.164257521429,7.563028030448159,0.4925351236359888,0.0,13.031546592712402,2253190.75,0.0,2275845.0,27.523029963175475,2.649740122258663,0.0,2382.9071502685547,4.158413410186768,1.4711757898330688,0.0,0.0,1.7791928500038423,56.0
87982,Ilha Grande de Gurupá,686735.083935,3644.20345767,8753,2.4018966288990953,5083.808185451225,5.492675855930128,0.5311521942380089,0.0,477.1787109375,82459984.0,45.0,158862491.0,27.522102230820508,2.1929868525405682,0.0,2382.051358898677,4.1945719718933105,1.4183255434036255,0.0,0.0,0.0,95.0
87983,Ilha Acarapereira,224161.961831,514.888231972,2387,4.635957576380979,4924.305196620433,8.681666079359246,0.5716774039148839,0.0,75.36167907714844,13030244.0,0.0,6506031.0,27.485528550618994,2.7880104926694758,0.0,2369.0249857054214,3.959927558898926,1.5015968084335327,0.0,0.0,2.863346868648167,33.0
87984,Ilha Porquinhos,43542.6428405,60.936592768,639,10.486309965390154,4929.292698337425,11.150339492597894,0.4903265111862375,0.0,10.695703506469727,1849316.875,0.0,1257051.0,27.506532931660047,2.642649656294712,0.0,2377.5800083705335,4.166640281677246,1.459999918937683,0.0,0.0,95.90691520207834,80.0
87985,Ilha dos Bodes,19323.2449494,19.1614593406,140,7.3063328586546055,4802.613023009562,9.696443217141375,0.4992511547999299,0.0,3.934051990509033,680208.625,0.0,114756.0,27.506760279337584,2.6419032914564013,0.0,2377.019256591797,4.137805461883545,1.500177264213562,0.0,0.0,8.092339592972717,31.0
87986,Ilha Maracujá,116803.506952,139.204107019,910,6.537163446447697,4934.412743674941,8.141001056218984,0.5036717781750983,0.0,23.1125545501709,3996225.25,0.0,2680557.0,27.56127945609029,2.7190006507283195,0.0,2396.257281364274,4.0936994552612305,1.4728307723999023,0.0,0.0,31.611850800031853,34.0
